Petition,URL,State,Signatures Count
Publish guidance for schools and workplaces on how to deal with ADHD,https://petition.parliament.uk/petitions/301275,closed,1270
Give A-level students their UCAS teacher predictions if schools close in the UK.,https://petition.parliament.uk/petitions/301277,rejected,17
Remove the current 5% 'Tampon Tax' on Sanitary Products,https://petition.parliament.uk/petitions/301278,rejected,8
Cancel and declare the 2019/20 Premier League null & void due to Covid-19,https://petition.parliament.uk/petitions/301279,rejected,6
Lower the legal voting age from 18 years to 16 in the UK,https://petition.parliament.uk/petitions/301282,rejected,10
"Put a zebra crossing out side Ilminster School bristol
The roads are dangerous",https://petition.parliament.uk/petitions/301285,rejected,21
Reform PIP assessments,https://petition.parliament.uk/petitions/301286,closed,166
Support event businesses who have to cancel mass gatherings due to Coronavirus.,https://petition.parliament.uk/petitions/301287,rejected,7
Run a Public Awareness Campaign about the Climate and Ecological Emergency,https://petition.parliament.uk/petitions/301289,closed,250
"Coronaviruses-Start Educational Campaign: Catch It,Bin It,Kill It When You Spit",https://petition.parliament.uk/petitions/301290,closed,95
Ensure transparency in online election and referendum campaign material,https://petition.parliament.uk/petitions/301293,rejected,8
Schools start at 10:30 instead of 8:30,https://petition.parliament.uk/petitions/301294,rejected,7
"The government , ensure that the tv licence remains free for ALL pensioners",https://petition.parliament.uk/petitions/301296,rejected,9
British Citizenship for UK-born children of European nationals living in the UK,https://petition.parliament.uk/petitions/301297,closed,93
Secondary Schools must provide an adequate standard of Mental Health Education,https://petition.parliament.uk/petitions/301303,rejected,6
Force councils to repair potholes faster & get claims for damages paid quicker,https://petition.parliament.uk/petitions/301304,closed,207
Allow sick pay for all 0 hour contracts during the Coronavirus outbreak,https://petition.parliament.uk/petitions/301305,rejected,6
Suspend EU negotiations and extend transition to focus on threat of Covid-19,https://petition.parliament.uk/petitions/301306,rejected,19
Occupation to be made a protected characteristic under the Equality Act 2010.,https://petition.parliament.uk/petitions/301307,closed,263
"Cancel/ Reschedule Summer Exams (A-Levels,GCSEs) Due To Health and Social Stress",https://petition.parliament.uk/petitions/301310,rejected,6
Make employers provide full sick pay for 6 months,https://petition.parliament.uk/petitions/301313,closed,48
Do NOT Close Schools or Colleges due to COVID19,https://petition.parliament.uk/petitions/301315,rejected,14
Allow parents to remove children from school to prevent the spread of Covid19,https://petition.parliament.uk/petitions/301317,rejected,7
To not prolong GCSE and A-Level Examinations despite the spread of COVID-19.,https://petition.parliament.uk/petitions/301318,rejected,13
Let parents remove children from school without fines - now! #coronavirus,https://petition.parliament.uk/petitions/301320,rejected,9
Move Stephenson's Rocket to Manchester Science Museum.,https://petition.parliament.uk/petitions/301321,rejected,13
Close our schools to stop our children getting this deadly coronavirus.,https://petition.parliament.uk/petitions/301322,rejected,21
Remove Universal Credit's 'Minimum Income Floor' for the self-employed.,https://petition.parliament.uk/petitions/301327,closed,461
Give financial help to agency and zero hour workers during COVID-19 outbreak.,https://petition.parliament.uk/petitions/301328,closed,21515
Suspend the congestion charge in London to help avoid the spread of Covid-19.,https://petition.parliament.uk/petitions/301329,rejected,7
Extend the franchise for London mayoral elections to all UK residents,https://petition.parliament.uk/petitions/301332,closed,208
"Immediate stringent measures for COVID-19 containment. 
Stop wasting time.",https://petition.parliament.uk/petitions/301333,rejected,21
Prevent late terminations of pregnancies where a baby would have Down's Syndrome,https://petition.parliament.uk/petitions/301335,closed,156
Change the school curriculum to benifit all students futures.,https://petition.parliament.uk/petitions/301338,rejected,6
"establish a no frills, non-religious, free cremation service for Covid19 victims",https://petition.parliament.uk/petitions/301342,rejected,7
Negotiate for Associate EU Citizenship for those who wish to keep EU rights,https://petition.parliament.uk/petitions/301343,closed,1851
Require social media companies to retain data to prevent crimes,https://petition.parliament.uk/petitions/301344,closed,45
Reinstate Maternity Allowance for Self-Employed Mothers,https://petition.parliament.uk/petitions/301345,rejected,14
Better pay for healthworkers amid coronavirus outbreak,https://petition.parliament.uk/petitions/301348,rejected,6
makes stores across the UK put reasonable item limits help to stop panic buying.,https://petition.parliament.uk/petitions/301349,rejected,21
Provide publicly accessible testing for the covid-19 virus around the UK now.,https://petition.parliament.uk/petitions/301354,closed,2440
We need a new act of Parliament - Recall of Local Government Councillors.,https://petition.parliament.uk/petitions/301355,rejected,6
Make sanitary products more easily available for women and girls around the UK,https://petition.parliament.uk/petitions/301356,closed,228
end all unessential travel for business reasons and make use of online meetings,https://petition.parliament.uk/petitions/301361,rejected,6
Provide School Children in Primary and Secondary Education with Face Masks,https://petition.parliament.uk/petitions/301364,rejected,6
Make it illegal for politicians to lie to the public!,https://petition.parliament.uk/petitions/301374,rejected,21
UK government to recognise the Armenian Genocide,https://petition.parliament.uk/petitions/301375,closed,2318
Suspend VAT/Business Rates/PAYE Payments for three months amid outbreak COVID-19,https://petition.parliament.uk/petitions/301377,closed,82
Increase funding to help with the mental health system,https://petition.parliament.uk/petitions/301379,rejected,21
Keep CIS payment against Umbrella,https://petition.parliament.uk/petitions/301380,rejected,8
Open university online course to protect students and teachers,https://petition.parliament.uk/petitions/301389,rejected,21
Postpone local government & Mayoral Elections on May 7 to help combat Covid-19.,https://petition.parliament.uk/petitions/301390,rejected,9
Give local residents right to object to HMO licence applications.,https://petition.parliament.uk/petitions/301394,closed,25
Scrap student loan debt for nursing and AHP students,https://petition.parliament.uk/petitions/301395,rejected,8
Implement UK lockdown for preventing spread of COVID19,https://petition.parliament.uk/petitions/301397,closed,409472
Temporarily relax the rules around school absences during the COVID19 outbreak,https://petition.parliament.uk/petitions/301398,rejected,16
Bring back the death penalty for certain criminals convicted of serious crimes.,https://petition.parliament.uk/petitions/301400,rejected,11
Test all patients with symptoms of COVID-19 regardless of high risk travel,https://petition.parliament.uk/petitions/301402,rejected,9
Close universities down for appropriate amount of time amidst COVID-19,https://petition.parliament.uk/petitions/301406,rejected,6
Government starts encouraging public wearing masks,https://petition.parliament.uk/petitions/301407,rejected,21
Cancel Premier League 2019 / 2020 on public health grounds due to Covid-19,https://petition.parliament.uk/petitions/301409,rejected,6
Suspend the English Premier League 19/20 - Health over football the priority.,https://petition.parliament.uk/petitions/301410,rejected,21
Extend maternity pay to 12 months,https://petition.parliament.uk/petitions/301414,closed,5930
Emergency funding to support freelancers & contractors impacted by Coronavirus,https://petition.parliament.uk/petitions/301415,rejected,21
Exempt Commonwealth Service Personnel having to pay fees to remain in the UK,https://petition.parliament.uk/petitions/301422,closed,10543
Scrap the 2019-2020 FA Premier League and record no Winner.,https://petition.parliament.uk/petitions/301428,rejected,10
Hand sanitize sale surge promoting 5-10 times overpriced and shortage in stores.,https://petition.parliament.uk/petitions/301429,rejected,6
Dissolve the house of lords,https://petition.parliament.uk/petitions/301430,rejected,21
Stop using student finance loans as an income when claiming universal credit,https://petition.parliament.uk/petitions/301431,closed,186
Cancel the 2019/2020 Premier League and EFL season due to Coronavirus outbreak,https://petition.parliament.uk/petitions/301433,rejected,10
Cancel and void premiership football season,https://petition.parliament.uk/petitions/301434,rejected,21
Stop Profiteering on products needed to help stop the corona virus,https://petition.parliament.uk/petitions/301436,rejected,7
For the Government to legislate to abolish the Benefits Cap.,https://petition.parliament.uk/petitions/301437,closed,363
Introduce the Right to Repair bill from the US to the UK.,https://petition.parliament.uk/petitions/301438,rejected,6
Businesses to work from home for an appropriate amount of time amidst COVID19,https://petition.parliament.uk/petitions/301439,closed,2170
Require UK election results to be counted and reported at polling district level,https://petition.parliament.uk/petitions/301441,closed,345
Legally restrict the use of religious slaughter to match proven religious need,https://petition.parliament.uk/petitions/301443,rejected,21
Start shut down of all work/public gatherings for two weeks to halt the spread,https://petition.parliament.uk/petitions/301447,rejected,15
Stop LGBT conversion therapy,https://petition.parliament.uk/petitions/301449,rejected,8
"Urging people to work from home, if practicable, during COVID19 crisis in the UK",https://petition.parliament.uk/petitions/301451,rejected,8
We need direct transport from Disley to Poynton!,https://petition.parliament.uk/petitions/301455,rejected,8
Give all GCSE students their target grades as their real grades and shut schools,https://petition.parliament.uk/petitions/301458,rejected,7
To keep face to face contact between biological parents and a children in care,https://petition.parliament.uk/petitions/301460,rejected,17
Require British Sign Language Interpreters for emergency announcements on TV.,https://petition.parliament.uk/petitions/301461,closed,26305
To Extend the transition period until the Corona Virus is fully resolved,https://petition.parliament.uk/petitions/301462,rejected,8
Cancel GCSEs 2020,https://petition.parliament.uk/petitions/301473,rejected,6
"Closure of the country, restrictions on all movements, inbound isolation 14 days",https://petition.parliament.uk/petitions/301475,rejected,6
Step up efforts to contain COVID-19.,https://petition.parliament.uk/petitions/301477,rejected,11
Suspend Mortgage payments for COVID-19 in the UK,https://petition.parliament.uk/petitions/301478,rejected,7
Hand washing facilities should be made compulsory in all public places,https://petition.parliament.uk/petitions/301482,closed,77
Make hand sanitiser available at all fast food establishments,https://petition.parliament.uk/petitions/301484,rejected,6
Close schools and colleges to contain the outbreak of Convid-19,https://petition.parliament.uk/petitions/301487,rejected,6
"Pay Carer's a living wage/income/allowance, £64 a week is not enough.",https://petition.parliament.uk/petitions/301488,rejected,16
To Extend the transition period until the Corona Virus is fully resolved,https://petition.parliament.uk/petitions/301489,rejected,10
Start systematic mass testing to prevent the spread of COVID19,https://petition.parliament.uk/petitions/301490,rejected,21
Explain the state pension,https://petition.parliament.uk/petitions/301492,rejected,6
"Close all Schools, Colleges and Work as a result of Coronavirus",https://petition.parliament.uk/petitions/301493,rejected,6
Cancel the £224 per year increase to the NHS Surcharge,https://petition.parliament.uk/petitions/301494,closed,188
Allow people to work from home to mitigate the potential spread of COVID-19,https://petition.parliament.uk/petitions/301496,rejected,7
Ban counselling notes of rape survivors from being used in court,https://petition.parliament.uk/petitions/301500,closed,926
Make media representation of women's sport equal to men's.,https://petition.parliament.uk/petitions/301501,rejected,12
Payd parental leave for parents if school will be closed because of Coronavirus,https://petition.parliament.uk/petitions/301502,rejected,6
Stop Proposed A303 Stonehenge Tunnel,https://petition.parliament.uk/petitions/301503,closed,29
I call upon the government to cancel all sporting events due to Coronavirus.,https://petition.parliament.uk/petitions/301506,rejected,6
Increase the State Pension to the Living Wage. Pensioners need to live too.,https://petition.parliament.uk/petitions/301511,rejected,6
HMG implement the Home Affairs Select Committee report on Youth Violence in full,https://petition.parliament.uk/petitions/301512,closed,24
Check for COVID 19 for appropriate amount of time at UK departures and Arrivals,https://petition.parliament.uk/petitions/301514,rejected,9
Force all universities to teach online for the time amidst COVID-19,https://petition.parliament.uk/petitions/301518,rejected,7
Nullifying premiership season to stop the potential spread of coronavirus.,https://petition.parliament.uk/petitions/301521,rejected,16
Change the name of the county “Merseyside” to “City of Liverpool”,https://petition.parliament.uk/petitions/301522,rejected,6
Protect the childcare element of Universal Credit from deductions,https://petition.parliament.uk/petitions/301527,closed,49
Government please fund free-of-charge Broadband for all over-75s.,https://petition.parliament.uk/petitions/301528,closed,60
Lock down the entire country to contain the covid 19 virus,https://petition.parliament.uk/petitions/301529,rejected,13
Cancel St Patrick Day Parade in UK for  not further spreading Corona Virus.,https://petition.parliament.uk/petitions/301531,rejected,6
Universities should implement online teaching！,https://petition.parliament.uk/petitions/301532,rejected,18
Urgently puchase more ECMO machines to treat critical coronavirus patients,https://petition.parliament.uk/petitions/301533,rejected,8
Tell GCSE and A-Level students how exams will be affected by coronavirus ASAP.,https://petition.parliament.uk/petitions/301538,rejected,6
Smart working for all employee amongst Covid period to prevent further spreading,https://petition.parliament.uk/petitions/301542,rejected,7
Make Remembrance Day a public holiday,https://petition.parliament.uk/petitions/301544,closed,26
Stop using our taxes to fund global heating.,https://petition.parliament.uk/petitions/301546,rejected,6
Pay full wage instead of SSP during coranavirus outbreak,https://petition.parliament.uk/petitions/301547,rejected,21
Close schools in Manchester due to the spread of the Coronavirus,https://petition.parliament.uk/petitions/301549,rejected,10
Close all public spaces and enforce smart working where possible.,https://petition.parliament.uk/petitions/301554,rejected,10
Encourage working from home amongst COVID-19 outbreak,https://petition.parliament.uk/petitions/301558,rejected,8
Fund paid leave for people with high risk conditions during COVID19,https://petition.parliament.uk/petitions/301559,closed,101
Survival rates for Coronavirus,https://petition.parliament.uk/petitions/301560,rejected,6
Maintain the requirement for Top 14 Allergen listing,https://petition.parliament.uk/petitions/301562,closed,90
Emergency National Unity Government,https://petition.parliament.uk/petitions/301563,closed,1326
Provide Hand Sanitiser at all major Supermarkets & rail station and on all Buses,https://petition.parliament.uk/petitions/301568,rejected,6
Allow parents to temporarily home school their child during COVID-19 outbrake.,https://petition.parliament.uk/petitions/301571,rejected,7
Make manufacturers use recyclable packaging by law,https://petition.parliament.uk/petitions/301572,closed,99
Allow parents of vulnerable children to home educate temporarily during outbreak,https://petition.parliament.uk/petitions/301574,closed,50
Make electric scooters legal to reduce our carbon footprint / cut emissions,https://petition.parliament.uk/petitions/301579,closed,1875
Schools must allow children to stay at home until the Coronavirus crisis ends,https://petition.parliament.uk/petitions/301581,rejected,6
Pay extra for all healthcare professionals dealing with Covid 19,https://petition.parliament.uk/petitions/301588,rejected,8
Allow families to prevent press reporting of a loved one’s suicide,https://petition.parliament.uk/petitions/301590,closed,482
Armed forces veterans want to be recognised for service with a relevant pension.,https://petition.parliament.uk/petitions/301591,rejected,21
Stop all trade with China until their brutal animal trade is abolished.,https://petition.parliament.uk/petitions/301592,rejected,8
Drastic action needs to be taken now in order to stop COVID-19.,https://petition.parliament.uk/petitions/301593,rejected,21
Limit yearly council tax increases to level of inflation,https://petition.parliament.uk/petitions/301594,closed,65
close all business in the UK for the coronavirus pandemic,https://petition.parliament.uk/petitions/301595,rejected,21
End the use of all snares in the UK: Make snares illegal to protect our wildlife,https://petition.parliament.uk/petitions/301602,rejected,6
Fund a post-Coronavirus social reconnection strategy,https://petition.parliament.uk/petitions/301607,rejected,9
Urgently set timeline and provide funding for roads to be repaired nationally.,https://petition.parliament.uk/petitions/301610,closed,27
Mandatory COVID 19 testing for everyone,https://petition.parliament.uk/petitions/301611,rejected,6
Shut down all non-urgent NHS services for an appropriate amount of time,https://petition.parliament.uk/petitions/301612,rejected,21
UK Govt should immediately implement strong steps to contain COVID19 pandemic,https://petition.parliament.uk/petitions/301613,rejected,7
"Coronavirus: amend the UK Travel advice List for other France, Germany, Spain",https://petition.parliament.uk/petitions/301614,rejected,13
make university expenses more affordable,https://petition.parliament.uk/petitions/301616,rejected,6
Cancel recent Large-scale sports events like marathons  due to COVID-19,https://petition.parliament.uk/petitions/301617,rejected,6
The NHS should provide free sanitary products for anyone,https://petition.parliament.uk/petitions/301619,closed,132
Ban overseas funding for religious places of worship in the UK,https://petition.parliament.uk/petitions/301626,closed,1829
Sick pay for self employed Carers,https://petition.parliament.uk/petitions/301628,rejected,21
Rebate or exempt congestion charges amid Covid-19 outbreak.,https://petition.parliament.uk/petitions/301634,rejected,8
Provide free flights to all international students in the UK due to Coronavirus.,https://petition.parliament.uk/petitions/301635,rejected,10
business rate relief for all businesses-implement a sliding scale for over £51k,https://petition.parliament.uk/petitions/301636,rejected,6
Require Social Services to Record All Meetings,https://petition.parliament.uk/petitions/301637,closed,288
CLOSE ALL SCHOOL DOWN URGENTLY for an appropriate amount of time amidst COVID-19,https://petition.parliament.uk/petitions/301641,rejected,6
Delay the university exam period for a reasonable time amidst COVID-19,https://petition.parliament.uk/petitions/301642,rejected,6
Close the University of Exeter and have online classes. Delay the date of exams,https://petition.parliament.uk/petitions/301643,rejected,10
UK should start to sanitize all public places to  help the fight the coronvirus,https://petition.parliament.uk/petitions/301644,rejected,6
Legalise cannabis,https://petition.parliament.uk/petitions/301646,rejected,8
Public Inquiry into the effectiveness of the DWP in relation to disabled people.,https://petition.parliament.uk/petitions/301648,closed,78
Ensure employees are paid their full wage if they can't work due to coronavirus,https://petition.parliament.uk/petitions/301652,closed,700
Lower the age a child has a footprint,https://petition.parliament.uk/petitions/301656,rejected,6
Containment has been breached. Start the next phase of the COVID-19 strategy NOW,https://petition.parliament.uk/petitions/301662,rejected,21
Get rid of disabled assessments for people with lifetime disability.,https://petition.parliament.uk/petitions/301664,rejected,8
Have another bank holiday in England,https://petition.parliament.uk/petitions/301672,rejected,1
"Close All Education Centres, Work Places and Ban Large Gatherings, Immediately.",https://petition.parliament.uk/petitions/301679,rejected,21
Everyone should share the cost of the corona virus COVID-19 period,https://petition.parliament.uk/petitions/301684,rejected,9
Suspend the english premier league amidst COVID19,https://petition.parliament.uk/petitions/301693,rejected,8
Create an earned amnesty route for migrants without leave to remain,https://petition.parliament.uk/petitions/301696,closed,24242
"Freeze council taxes,mortgage and loan repayments amid the CoronaVirus crisis.",https://petition.parliament.uk/petitions/301698,rejected,21
Require Drs to give patient information leaflets prior to giving vaccinations.,https://petition.parliament.uk/petitions/301699,closed,2895
Stop flights in and out of uk to stop covid 19,https://petition.parliament.uk/petitions/301701,rejected,12
Self employed people should be entitled to SSP and Paternal Leave,https://petition.parliament.uk/petitions/301703,closed,25
Put the whole of the UK on lockdown like Italy until the Coronavirus dies out.,https://petition.parliament.uk/petitions/301705,rejected,6
"Covid-19 
Zero penalties for parents who remove children from school.",https://petition.parliament.uk/petitions/301708,rejected,6
All infrastructure projects be tested against the Net Zero Emissions 2050 Law,https://petition.parliament.uk/petitions/301709,closed,70
Provide refill stations for hand sanitiser gel for public use,https://petition.parliament.uk/petitions/301715,rejected,8
Close all working facilities down for COVID-19,https://petition.parliament.uk/petitions/301716,rejected,8
A petition so that Northern Ireland is also put in lockdown with mainland UK,https://petition.parliament.uk/petitions/301719,rejected,6
Stop cruise ships coming to our harbours in shetland to stop coronavirus spread,https://petition.parliament.uk/petitions/301722,rejected,21
Give people taking A-Levels and GCSEs their predicted grades due to COVID-19,https://petition.parliament.uk/petitions/301729,rejected,21
To close down schools/ colleges because of the virus!,https://petition.parliament.uk/petitions/301732,rejected,10
Ban Glue Mats for Mice & Rats,https://petition.parliament.uk/petitions/301735,rejected,9
"Implement a policy of ""Not Currently Recycled: Not Currently Sold"" for packaging",https://petition.parliament.uk/petitions/301736,rejected,12
Require a visual representation of sugar content on confectionery labels.,https://petition.parliament.uk/petitions/301737,closed,377
Impose restrictions on television advertisements for charities,https://petition.parliament.uk/petitions/301739,closed,53
Give predicted grades if exams are cancelled instead of doing them in the summer,https://petition.parliament.uk/petitions/301740,rejected,6
Work from home for all companies during Coronavirus,https://petition.parliament.uk/petitions/301741,rejected,21
Make bank holidays a holiday,https://petition.parliament.uk/petitions/301747,rejected,8
"Give all an income if schools, workplaces shut during COVID19/Coronavirus scare",https://petition.parliament.uk/petitions/301748,rejected,21
Make the minimum wage equal for all ages and increase to at least £10,https://petition.parliament.uk/petitions/301749,closed,146
Reduce Council Tax! The second largest house hold bill after rent/mortgage,https://petition.parliament.uk/petitions/301755,rejected,7
"Pay people all ages the same amount of money, as we all work equally!",https://petition.parliament.uk/petitions/301757,rejected,6
"Ban Mass public gatherings at all Exhibitions, Sporting Events midst COVID19.",https://petition.parliament.uk/petitions/301759,rejected,7
Covid-19 - enhanced monitoring for all arriving passengers before they can leave,https://petition.parliament.uk/petitions/301760,rejected,9
Make Fire Safety a defined Material Consideration for Planning Applications,https://petition.parliament.uk/petitions/301762,closed,420
Stop all homework,https://petition.parliament.uk/petitions/301765,rejected,7
Abolish of Value Added Tax (VAT) on Audiobooks,https://petition.parliament.uk/petitions/301766,closed,47
"Freeze Mortgage, Loan/Credit Card, Council Tax and Utility bill payments",https://petition.parliament.uk/petitions/301768,rejected,19
Give year 11s their predicted/target GCSE grades,https://petition.parliament.uk/petitions/301769,rejected,21
Introduce a basic form of monetary education at secondary school.,https://petition.parliament.uk/petitions/301770,rejected,6
Close all private schools as well as the state and grammar schools in the UK.,https://petition.parliament.uk/petitions/301776,rejected,13
Give Commonwealth members of British Armed Services right to remain indefinitely,https://petition.parliament.uk/petitions/301777,closed,1027
Install copper and copper alloy surfaces across the UK to help prevent COVID-19,https://petition.parliament.uk/petitions/301778,rejected,8
UK travel ban and close borders with europe,https://petition.parliament.uk/petitions/301779,rejected,12
"Legally ban the Niqab, balaclava & item that impedes facial features.",https://petition.parliament.uk/petitions/301780,rejected,21
Test all people with symptoms and Limit large gatherings across the UK.,https://petition.parliament.uk/petitions/301784,rejected,0
"Place UK on lockdown to prevent the COVID-19 
Announce Travel ban globally",https://petition.parliament.uk/petitions/301789,rejected,10
Close the schools to protect from Coronavirus. We need to protect everyone.,https://petition.parliament.uk/petitions/301791,rejected,21
Stop Cruise Liners Coming into Orkney During the Coronavirus Outbreak,https://petition.parliament.uk/petitions/301792,rejected,21
Pay self-employed for self-isolating due to corona virus,https://petition.parliament.uk/petitions/301793,closed,3489
Reform rules for slaughter and compensation for cows with Bovine TB,https://petition.parliament.uk/petitions/301802,closed,180
Decriminalise HEMP CBD FLOWER (0.2%thc),https://petition.parliament.uk/petitions/301803,rejected,7
Let 16 year olds drive in certain hours of the day,https://petition.parliament.uk/petitions/301810,rejected,6
"Increase our wage when you increase house bills(council tax, gas etc)",https://petition.parliament.uk/petitions/301813,rejected,7
Ban all public transport due to CORONAVIRUS as fear spreads in uk.,https://petition.parliament.uk/petitions/301816,rejected,2
Provide additional money to healthcare workers during the pandemic.,https://petition.parliament.uk/petitions/301820,rejected,7
Refund merchant service charges on refunded transactions.,https://petition.parliament.uk/petitions/301825,rejected,13
Introduce emergency Universal Basic Income measures for duration of outbreak.,https://petition.parliament.uk/petitions/301829,rejected,7
Take private UK hospitals into public use to help deal with COVID-19,https://petition.parliament.uk/petitions/301831,rejected,8
Publish estimated figures alongside confirmed cases of covid-19,https://petition.parliament.uk/petitions/301833,closed,24
Make social distancing mandatory today to prevent further spread of COVID19,https://petition.parliament.uk/petitions/301834,rejected,7
Turn all universities into online courses until the coronavirus is contained,https://petition.parliament.uk/petitions/301835,rejected,6
Give UK nurseries emergency funding if they have to close down amid COVID-19,https://petition.parliament.uk/petitions/301836,closed,106128
Close all educational facilities due to spreading of coronavirus (COVID-19),https://petition.parliament.uk/petitions/301837,rejected,21
Change The Current Methods The UK Government Uses To Generate Income!,https://petition.parliament.uk/petitions/301838,rejected,10
Provide supplies and medical teams to support Italy.,https://petition.parliament.uk/petitions/301840,closed,30
Provide live BSL interpretation for coronavirus briefings from the PM.,https://petition.parliament.uk/petitions/301844,closed,176
"10 deaths from Covid19, 6,507 from suicide (2018): invest more in mental health",https://petition.parliament.uk/petitions/301846,rejected,12
Release the models underlying the government's response to COVID-19,https://petition.parliament.uk/petitions/301847,closed,130
"Reduce tax on alcohol in pubs, clubs and restaurants",https://petition.parliament.uk/petitions/301850,closed,51
Hand over control of the COVID-19 outbreak to medical experts,https://petition.parliament.uk/petitions/301853,rejected,6
Close the schools in the uk until coronavirus is controlled,https://petition.parliament.uk/petitions/301855,rejected,21
Close shopping centres to keep both customers & staff safe from spreading Corona,https://petition.parliament.uk/petitions/301860,rejected,13
"Reduce the risks of a Covid-19 epidemic: avoid delay, it's time to act.",https://petition.parliament.uk/petitions/301864,rejected,21
Close everything down for an appropriate amount of time amidst Covid19.,https://petition.parliament.uk/petitions/301865,rejected,6
Stop Universal Credit make deductions from benefits for student loans,https://petition.parliament.uk/petitions/301866,rejected,21
Decriminalise Marijuana,https://petition.parliament.uk/petitions/301867,rejected,8
UK to quarantine people for 14 days NOT 7 days!,https://petition.parliament.uk/petitions/301868,rejected,7
Only release details of an individual when found guilty of a criminal offence,https://petition.parliament.uk/petitions/301875,closed,57
We ask the Govt. to step aside & allow the Shadow Govt. to take control.,https://petition.parliament.uk/petitions/301878,rejected,13
Provide 75% of the national minimum wage for anyone affected by Covid-19.,https://petition.parliament.uk/petitions/301879,rejected,6
Close down and suspend all Sporting Events in UK due to Corona Virus COVID-19,https://petition.parliament.uk/petitions/301880,rejected,8
allow schools to take their students abroad on school trips,https://petition.parliament.uk/petitions/301893,rejected,10
"Students to have GCSE target grades, due to the possibility of schools closing.",https://petition.parliament.uk/petitions/301896,rejected,7
Freeze rent payments during Coronavirus crisis,https://petition.parliament.uk/petitions/301897,rejected,21
Provide temporary country lock down due to coronavirus,https://petition.parliament.uk/petitions/301902,rejected,21
Provide financial support to performers and creators during the COVID-19 crisis,https://petition.parliament.uk/petitions/301903,closed,18137
Recognise Misophonia as a medical condition.,https://petition.parliament.uk/petitions/301904,rejected,6
Exempt overseas nurses from paying the Immigration Health Surcharge,https://petition.parliament.uk/petitions/301907,closed,698
Do NOT close schools/university over Coronavirus unless absolutely necessary.,https://petition.parliament.uk/petitions/301908,rejected,21
Ban travel from mainland Europe to protect our citizens and the NHS.,https://petition.parliament.uk/petitions/301910,rejected,6
The ban on late fees and Bailiff collections during delay phase of Covid 19.,https://petition.parliament.uk/petitions/301911,rejected,6
"Fast implementation of tough, stringent emergency measures to stop coronavirus",https://petition.parliament.uk/petitions/301913,rejected,7
Airline Give full Refund Public who cancel their Holidays Fear of Corona Virus,https://petition.parliament.uk/petitions/301917,rejected,8
CLOSE SCHOOLS AMIDST CORONA VIRUS SPREAD,https://petition.parliament.uk/petitions/301918,rejected,14
Coronavirus lock down,https://petition.parliament.uk/petitions/301919,rejected,21
Making santising hands upon entry to a educational establishment mandatory,https://petition.parliament.uk/petitions/301922,rejected,6
"Keep testing people, give information on numbers /locations of coronavirus",https://petition.parliament.uk/petitions/301923,rejected,8
"Start mandatory, UK wide, drive through or walk through testing for Covid19.",https://petition.parliament.uk/petitions/301927,rejected,10
Hold an Inquiry into DVSA’s treatment of Disabled People & Complaint System,https://petition.parliament.uk/petitions/301929,rejected,6
Bypass delay phase close schools with immediate affect,https://petition.parliament.uk/petitions/301932,rejected,21
"immediate testing for coronavirus, our ignorance will be our downfall",https://petition.parliament.uk/petitions/301937,rejected,9
Ban plastic dog poo bags and promote the use of a biodegradable alternative.,https://petition.parliament.uk/petitions/301938,rejected,6
Create legislation requiring employers to have Mental Health First Aiders,https://petition.parliament.uk/petitions/301940,closed,30
Take urgent action to stop people panic buying during the Coronavirus outbreak.,https://petition.parliament.uk/petitions/301941,rejected,7
Abolish/refund the third installment of tuition fees for postgraduate students,https://petition.parliament.uk/petitions/301942,rejected,15
Stop Covid-19 Coronavirus profiteering now!,https://petition.parliament.uk/petitions/301944,rejected,9
Reduce or scrap the immigration health surcharge for overseas NHS Staff.,https://petition.parliament.uk/petitions/301948,closed,16347
Compensate Student Nurses Who did not benefit from the reinstated bursaries,https://petition.parliament.uk/petitions/301956,rejected,18
Cleanliness of public transport busses trains subs taxis due to COVID-19,https://petition.parliament.uk/petitions/301957,rejected,7
"We are in delay phase, so why are the schools not shut down in the U.K.?",https://petition.parliament.uk/petitions/301958,rejected,6
Test all NHS staff for Coronavirus (COVID-19),https://petition.parliament.uk/petitions/301959,rejected,7
Test all people with symptoms COVID-19 not just those who have been outside uk,https://petition.parliament.uk/petitions/301960,rejected,12
Give school students free public transport to school,https://petition.parliament.uk/petitions/301962,closed,128
Because of the pandemic we should ask the EU to extend the transition period.,https://petition.parliament.uk/petitions/301963,rejected,6
Publish all data and models underlying the Government's COVID-19 strategy,https://petition.parliament.uk/petitions/301968,rejected,21
Financial help for everyone to they can spend some more money on hygiene product,https://petition.parliament.uk/petitions/301971,rejected,10
Divide Child Benefit equally between separated parents who share equal care.,https://petition.parliament.uk/petitions/301972,closed,25
Support working parents.,https://petition.parliament.uk/petitions/301975,rejected,7
Bring all private hospitals into emergency private ownership,https://petition.parliament.uk/petitions/301986,rejected,6
help the vulnerable instead of trying to wipe them out by the Covid-19,https://petition.parliament.uk/petitions/301996,rejected,9
shops to limit how much one person can buy toilet roll to only 2 packs per buyer,https://petition.parliament.uk/petitions/301997,rejected,6
COVID-19: Close NI schools and colleges. We all live on this island.,https://petition.parliament.uk/petitions/301998,rejected,21
All schools should allow students to wear surgical masks to prevent COVID-19,https://petition.parliament.uk/petitions/302005,rejected,8
