Petition,URL,State,Signatures Count
Help out kids with Gaming because parents are poor because of COVID-19,https://petition.parliament.uk/petitions/558310,rejected,6
Allow more than 15 people at a wedding.,https://petition.parliament.uk/petitions/558320,rejected,20
Keep the gyms open during The Lockdown,https://petition.parliament.uk/petitions/558321,rejected,14
Exempt outdoor tennis from the list of places required to close due to Covid-19,https://petition.parliament.uk/petitions/558323,rejected,12
Close schools and fine households if online work not completed,https://petition.parliament.uk/petitions/558325,rejected,6
Consider hair loss clinics to be essential businesses during lockdown situations,https://petition.parliament.uk/petitions/558331,open,31
Give discount leisure fees to over 60s who Are members of sport or gym clubs,https://petition.parliament.uk/petitions/558333,rejected,12
Hold a referendum on whether to reinstate the Death Penalty for serious crimes.,https://petition.parliament.uk/petitions/558334,rejected,20
Allow baby groups and classes to continue to run during national lockdown.,https://petition.parliament.uk/petitions/558337,rejected,21
Tie children's grassroots sport lockdown status during COVID-19 to schools.,https://petition.parliament.uk/petitions/558338,rejected,11
Allow University Students to go home for Lockdown,https://petition.parliament.uk/petitions/558342,open,24
Do not close Gyms.,https://petition.parliament.uk/petitions/558343,rejected,6
Existing illness not getting seen to because Covid is coming first,https://petition.parliament.uk/petitions/558344,rejected,17
Allow COVID-friendly Driving Tests to continue under England's November Lockdown,https://petition.parliament.uk/petitions/558347,rejected,8
Keep gyms open during lockdown as they are essential.,https://petition.parliament.uk/petitions/558348,rejected,19
KEEP DRIVING TEST CENTRES OPEN FOR PEOPLE WHO HAVE ALREADY BOOKED THEY’RE TESTS,https://petition.parliament.uk/petitions/558351,rejected,11
Close all schools down!,https://petition.parliament.uk/petitions/558352,rejected,13
End breed specific legislation,https://petition.parliament.uk/petitions/558354,open,16
"Get gluten free food at restaurants, takeaways and fast food places.",https://petition.parliament.uk/petitions/558355,rejected,7
Prosecute University students who break the Covid law,https://petition.parliament.uk/petitions/558358,rejected,7
extend two year old funding to all family with a household income of under 30k,https://petition.parliament.uk/petitions/558359,rejected,6
Allow baby classes to continue during lockdown,https://petition.parliament.uk/petitions/558362,rejected,15
"Once COVID-19 is no longer considered a risk, to have a one day national holiday",https://petition.parliament.uk/petitions/558363,rejected,6
Keep schools and colleges open throughout COVID-19,https://petition.parliament.uk/petitions/558364,rejected,6
Seek to develop a coordinated approach to combat coronavirus in the UK,https://petition.parliament.uk/petitions/558366,open,29
Allow pubs to sell takeaway beer during lockdown.,https://petition.parliament.uk/petitions/558369,rejected,21
Open gyms during lockdown,https://petition.parliament.uk/petitions/558373,rejected,17
Allow driving lessons and tests to continue as normal,https://petition.parliament.uk/petitions/558381,rejected,16
Force Universities to close commencing National Lockdown on November 5th 2020,https://petition.parliament.uk/petitions/558383,open,28
Keep children in school.,https://petition.parliament.uk/petitions/558385,rejected,21
Keep dance schools & drama clubs open during this lockdown period!,https://petition.parliament.uk/petitions/558388,rejected,6
Let kids learn remotely  while cases of covid are high and during lockdown,https://petition.parliament.uk/petitions/558389,rejected,21
Extend theory test as practical test centres been closed for 7 months in 2020,https://petition.parliament.uk/petitions/558390,rejected,7
Provider Relief Scheme to be extended for education providers due to COVID.,https://petition.parliament.uk/petitions/558394,open,18
Make vet care for veteran dogs free,https://petition.parliament.uk/petitions/558395,rejected,8
Call on the government to release the dossier that predicts 2000 to 4000 deaths,https://petition.parliament.uk/petitions/558396,rejected,21
"Councils, refuse collectors must scan & identify any recovered deceased dogs.",https://petition.parliament.uk/petitions/558397,open,804
Keep Churches open during the lockdown,https://petition.parliament.uk/petitions/558398,rejected,6
"Continue college, school and university sport to preserve mental health.",https://petition.parliament.uk/petitions/558404,rejected,21
Create a COVID rating system for leisure facilities & increase financial aid.,https://petition.parliament.uk/petitions/558406,open,7
2021 GCSEs should NOT be exams as NOT a level playing field as more self isolate,https://petition.parliament.uk/petitions/558411,rejected,7
Continue to allow families access to outdoor Tennis courts during lockdown.,https://petition.parliament.uk/petitions/558413,rejected,7
Fund the NHS - Legalise licensed cannabis for commercial sale and use in the UK.,https://petition.parliament.uk/petitions/558415,rejected,7
Allow Sports Therapists & Sports Massage Therapists to stay open during COVID-19,https://petition.parliament.uk/petitions/558416,rejected,21
Betting shops to remain open through lockdown,https://petition.parliament.uk/petitions/558424,rejected,6
Keep outdoor tennis open during lockdown 2 for singles and household bubbles,https://petition.parliament.uk/petitions/558425,rejected,21
Keep schools open through any future lockdowns,https://petition.parliament.uk/petitions/558426,rejected,13
Allow driving lessons and driving tests open for key workers,https://petition.parliament.uk/petitions/558427,rejected,21
Classify gyms and leisure centres as essentials,https://petition.parliament.uk/petitions/558433,rejected,10
Close everywhere from 20th-27th of December and give key workers Christmas off,https://petition.parliament.uk/petitions/558434,rejected,9
Allow singles outdoor tennis and coaching to continue during this 2nd lockdown,https://petition.parliament.uk/petitions/558436,rejected,21
Keep grassroots football training going throughout the current lockdown.,https://petition.parliament.uk/petitions/558441,rejected,12
Regular Covid-19 testing in schools for frontline staff.,https://petition.parliament.uk/petitions/558443,rejected,15
Inquiry into treatment of those with mental disorders by justice system,https://petition.parliament.uk/petitions/558444,open,255
Start online classes for schools and colleges,https://petition.parliament.uk/petitions/558448,rejected,6
The government to give leniency and understanding for GCSE and A-level students.,https://petition.parliament.uk/petitions/558449,rejected,10
Review  the running of the Farriers registration council and their expenditure,https://petition.parliament.uk/petitions/558451,rejected,21
Allow driving tests to go ahead during Covid-19!,https://petition.parliament.uk/petitions/558453,rejected,8
Allow outdoor sports to continue,https://petition.parliament.uk/petitions/558460,rejected,6
Limit the sale and use of fireworks.,https://petition.parliament.uk/petitions/558467,rejected,21
Shut Schools and prevent the spread of Covid-19!,https://petition.parliament.uk/petitions/558472,rejected,6
Increase funding to protect children vulnerable to abuse in their homes,https://petition.parliament.uk/petitions/558473,open,24
Get access to regular Covid testing to all community care staff.,https://petition.parliament.uk/petitions/558474,rejected,19
Re-open Driving Tests.,https://petition.parliament.uk/petitions/558476,rejected,21
"Keep Baby and Toddler Classes, Soft and Role Play Centres Open During “Lockdown”",https://petition.parliament.uk/petitions/558484,rejected,19
KEEP GRASSROOTS FOOTBALL GOING THROUGH LOCKDOWN,https://petition.parliament.uk/petitions/558485,rejected,21
Keep driving lessons and tests going through 2nd lockdown.,https://petition.parliament.uk/petitions/558486,rejected,11
Decrease the GM council's english requierment for foreigner doctors from b to c+,https://petition.parliament.uk/petitions/558487,rejected,21
Ban the sale of fireworks to public,https://petition.parliament.uk/petitions/558489,rejected,13
Keep gyms open during national and regional lockdowns,https://petition.parliament.uk/petitions/558490,rejected,21
Keep schools open for Year 11 to year 13.,https://petition.parliament.uk/petitions/558494,rejected,6
Bring forward provisions for Business Licences for Security Providers,https://petition.parliament.uk/petitions/558497,open,34
Future lockdowns to be National. All UK together for same length of time.,https://petition.parliament.uk/petitions/558499,rejected,6
Lower University accommodation fees until such a time where it is affordable,https://petition.parliament.uk/petitions/558500,rejected,7
Respect Prophet Muhammad (PBUH) & stop drawing his caricatures to Insult Muslims,https://petition.parliament.uk/petitions/558503,rejected,19
Dance schools to be classed as educational settings.,https://petition.parliament.uk/petitions/558506,rejected,6
Allow Driving Instructors to certify students due to mass test cancellations,https://petition.parliament.uk/petitions/558508,rejected,21
Resume Elections during COVID-19,https://petition.parliament.uk/petitions/558509,rejected,12
Require criminal record checks before the sale/adoption of an animal,https://petition.parliament.uk/petitions/558511,open,34
Keep grassroots football going throughout November / December 2020 Lockdown,https://petition.parliament.uk/petitions/558512,rejected,18
Increase the minimum wage to £10.00 an hour,https://petition.parliament.uk/petitions/558514,open,14
"Allow Pubs to sell Alcohol to Takeaway, just like Off Licenses and Supermarkets.",https://petition.parliament.uk/petitions/558516,rejected,8
Raise the maximum turnover percentage offered under Bounce Back Loan top ups,https://petition.parliament.uk/petitions/558517,open,642
Close schools till corona is gone and let us see people,https://petition.parliament.uk/petitions/558518,rejected,9
Keep the gyms open even during lockdown!,https://petition.parliament.uk/petitions/558519,rejected,13
Keep driving practical and theory tests running through the lockdown period.,https://petition.parliament.uk/petitions/558523,rejected,9
Allow gyms to remain open through any lock down due to a spike in Covid 19 cases,https://petition.parliament.uk/petitions/558524,rejected,17
Extend the deadline for filing 2019/20 self-assessment tax returns,https://petition.parliament.uk/petitions/558528,open,2112
Help people who have only become self employed in there first year.,https://petition.parliament.uk/petitions/558529,rejected,21
Keep schools and educational institutes open during lockdowns.,https://petition.parliament.uk/petitions/558532,rejected,21
Allow youth clubs to remain open during future restrictions,https://petition.parliament.uk/petitions/558539,open,16
"Classify gyms and leisure centres in the ""Essential services sector""",https://petition.parliament.uk/petitions/558541,rejected,13
Ban sales of fireworks to the public,https://petition.parliament.uk/petitions/558543,rejected,21
Delay the National lockdown start date by just one week,https://petition.parliament.uk/petitions/558544,rejected,16
"Keep driving lessons, tests and theory going during this second lock down.",https://petition.parliament.uk/petitions/558545,rejected,6
Exclude all motorcycle training and examinations from any Covid-19 restrictions,https://petition.parliament.uk/petitions/558548,open,6349
Allow “off sales” for licensed businesses during lockdown,https://petition.parliament.uk/petitions/558551,rejected,17
Extend driving theory tests in the UK due to Coronavirus,https://petition.parliament.uk/petitions/558555,rejected,6
youth football / grass roots football should continue through lockdown,https://petition.parliament.uk/petitions/558558,rejected,12
To stop using lockdowns and closing all non essential businesses.,https://petition.parliament.uk/petitions/558560,rejected,18
Move Gyms To Essential Services during Lockdown,https://petition.parliament.uk/petitions/558561,rejected,16
Allow driving tests and lessons to go ahead during the November 2020 lockdown,https://petition.parliament.uk/petitions/558562,rejected,21
Close all schools one week earlier than planned at Xmas,https://petition.parliament.uk/petitions/558564,rejected,14
Keep driving test and lessons going ahead,https://petition.parliament.uk/petitions/558567,rejected,21
"Block the release of Michael Bay film ""Songbird"" in the UK",https://petition.parliament.uk/petitions/558568,rejected,10
Allow grassroots football to continue within local communities.,https://petition.parliament.uk/petitions/558569,rejected,13
Start a discussion to ban the public sale of fireworks.,https://petition.parliament.uk/petitions/558572,rejected,18
DVLA should allow Keyworkers to take there driving tests.,https://petition.parliament.uk/petitions/558574,rejected,20
Get vampire diaries back on Netflix,https://petition.parliament.uk/petitions/558577,rejected,14
Keep salons & beauty open,https://petition.parliament.uk/petitions/558580,rejected,7
Allow pubs and restaurants to sell takeaway alcohol during 2nd Lockdown.,https://petition.parliament.uk/petitions/558583,rejected,7
Allow DVSA to conduct driving tests during this next lockdown period.,https://petition.parliament.uk/petitions/558588,rejected,21
Require mandatory training on ASD/ADHD and SEND for teachers,https://petition.parliament.uk/petitions/558591,open,537
Give end of year bonuses to those who have worked through the pandemic,https://petition.parliament.uk/petitions/558592,rejected,7
Introduce mandatory sexual assault support and education in secondary schools,https://petition.parliament.uk/petitions/558594,rejected,6
Publish all SAGE and Government data and models used to develop Covid-19 policy,https://petition.parliament.uk/petitions/558595,open,34
Keep Singles Tennis and Golf and other safe activities open.,https://petition.parliament.uk/petitions/558599,rejected,21
Extend expiring theory certificates for the length of lock down.,https://petition.parliament.uk/petitions/558600,rejected,8
Save soft play industry especially if children can go to school/nursery,https://petition.parliament.uk/petitions/558602,rejected,21
Free School Meals during Christmas 2020,https://petition.parliament.uk/petitions/558604,rejected,21
Close garden centres during second national lockdown,https://petition.parliament.uk/petitions/558608,open,200
Raise self employed grant to 80% for December and January to match PAYE.,https://petition.parliament.uk/petitions/558609,rejected,21
Extend the stamp duty holiday and phase out gradually,https://petition.parliament.uk/petitions/558610,open,251
Calling for gyms to be open as it is essential to peoples wellbeing.,https://petition.parliament.uk/petitions/558611,rejected,6
Change lockdown rules to prevent driving tests being cancelled,https://petition.parliament.uk/petitions/558613,rejected,21
Restrict police powers under the Dangerous Dogs Act,https://petition.parliament.uk/petitions/558614,open,4941
SCHOOLS ARE UNSAFE TO BE OPEN,https://petition.parliament.uk/petitions/558618,rejected,8
Stop COVID 19 fines on homeless,https://petition.parliament.uk/petitions/558621,rejected,9
Introduce 24hr independent CCTV monitoring in English abattoirs,https://petition.parliament.uk/petitions/558622,open,179
Ensure student nurses and midwives are paid for working during Covid-19,https://petition.parliament.uk/petitions/558625,open,35306
Make the use of face masks in classrooms compulsory.,https://petition.parliament.uk/petitions/558626,rejected,8
Allow gyms/exercise classes to stay open during lockdown.,https://petition.parliament.uk/petitions/558629,rejected,6
Allow students to board weekly during Covid.,https://petition.parliament.uk/petitions/558635,rejected,8
Close schools and universities due to covid-19,https://petition.parliament.uk/petitions/558636,rejected,6
"2021 A-Levels, must have there course content reduced, to make the grades fair!",https://petition.parliament.uk/petitions/558637,rejected,6
Allow Dance studios to remain open during lockdown,https://petition.parliament.uk/petitions/558638,rejected,17
Keep gyms and fitness centres open during any lockdowns for our mental health.,https://petition.parliament.uk/petitions/558640,rejected,6
No to Prison statistics for Featherstone Brinsford Coven Shareshill & Essington,https://petition.parliament.uk/petitions/558643,rejected,9
Allow Driving Instructors to continue working in a safe way.,https://petition.parliament.uk/petitions/558645,rejected,21
Allow university students the chance to go home for lockdown,https://petition.parliament.uk/petitions/558646,rejected,18
Exempt health practitioners and sports classes from Covid lockdown restrictions.,https://petition.parliament.uk/petitions/558652,rejected,8
Keep driving tests going and extend theory dates,https://petition.parliament.uk/petitions/558653,rejected,8
Put all booked driving tests back by one month,https://petition.parliament.uk/petitions/558655,rejected,21
Keep zoos open during lockdown.,https://petition.parliament.uk/petitions/558658,rejected,11
Provide urgent funding to hospices during Covid-19,https://petition.parliament.uk/petitions/558660,open,13
Classify places of worship as essential service for spiritual and mental health.,https://petition.parliament.uk/petitions/558663,rejected,8
Make it law that landlords for rental properties have to accept pets.,https://petition.parliament.uk/petitions/558664,rejected,7
Support all self employed through the lockdown.,https://petition.parliament.uk/petitions/558667,rejected,10
Provide a financial package for students affected by the 2nd lockdown,https://petition.parliament.uk/petitions/558669,open,118
Allow rugby to continue during lockdown,https://petition.parliament.uk/petitions/558675,rejected,21
Extend Theory Test Certificate End Dates Or At Least A Discount For Next Test,https://petition.parliament.uk/petitions/558677,rejected,21
Stop changing the clocks twice a year: switch to British Summer Time permanently,https://petition.parliament.uk/petitions/558683,rejected,6
Keep places of worship open for public worship during England's lockdown,https://petition.parliament.uk/petitions/558685,rejected,8
Fund free panic alarms for children aged 11-15 years old,https://petition.parliament.uk/petitions/558688,open,45
let grassroots football continue,https://petition.parliament.uk/petitions/558689,rejected,15
"Make secondary schools close , so corona can ease off",https://petition.parliament.uk/petitions/558692,rejected,6
Keep gyms open for emergency services,https://petition.parliament.uk/petitions/558694,rejected,16
No extensions to the Brexit transition period,https://petition.parliament.uk/petitions/558695,open,171
Seek pay rises for NHS staff shop workers and key workers.,https://petition.parliament.uk/petitions/558696,rejected,7
Carry on driving test during second lockdown,https://petition.parliament.uk/petitions/558703,rejected,6
Remove mps from there job if they do not accept a public vote of any kind,https://petition.parliament.uk/petitions/558704,rejected,6
Keep grassroots football playing,https://petition.parliament.uk/petitions/558706,rejected,21
Fully open leisure centres and gyms during lockdown 2.0.,https://petition.parliament.uk/petitions/558709,rejected,8
"Stop the media from talking about covid, or coronavirus.",https://petition.parliament.uk/petitions/558712,rejected,9
Keep Places of Worship Open,https://petition.parliament.uk/petitions/558715,rejected,21
Cleaners should be added to the list of essential workers,https://petition.parliament.uk/petitions/558723,rejected,6
KEEP GRASSROOTS RUGBY GOING,https://petition.parliament.uk/petitions/558726,rejected,15
Provide regular Covid testing for hospice staff,https://petition.parliament.uk/petitions/558727,open,38
Make driving tests continue through 2nd lockdown,https://petition.parliament.uk/petitions/558729,rejected,10
Reform the DWP’s Third Party Deductions Policy for low income claimants.,https://petition.parliament.uk/petitions/558733,open,9
Year 11 pupils haven’t had enough time to revise for mocks. Mocks To Be Delayed.,https://petition.parliament.uk/petitions/558738,rejected,9
"Longer sentences for pedophiles, child molesters and rapists!",https://petition.parliament.uk/petitions/558739,rejected,21
Keep gym’s open,https://petition.parliament.uk/petitions/558740,rejected,8
Stop GCSEs and A-Levels from being cancelled,https://petition.parliament.uk/petitions/558741,rejected,7
We want cyclists to pay for road tax and insurance!,https://petition.parliament.uk/petitions/558743,rejected,7
Allow pubs to serve takeaway alcohol to help save the industry.,https://petition.parliament.uk/petitions/558745,rejected,21
Plant 30 Million Trees over the United Kingdom,https://petition.parliament.uk/petitions/558749,rejected,9
Allow motorcycle riders the freedom to ride for mental and physical health,https://petition.parliament.uk/petitions/558752,rejected,21
"Electrify public transport in the UK, especially large city’s!",https://petition.parliament.uk/petitions/558756,rejected,6
Increased funding/support to Children and Young People's mental health services.,https://petition.parliament.uk/petitions/558759,open,636
Ban cows with calves from being kept in fields with public access,https://petition.parliament.uk/petitions/558762,open,1032
I want CCTV cameras be put up,https://petition.parliament.uk/petitions/558767,rejected,8
Ban all rawhide products listed under dog treats.,https://petition.parliament.uk/petitions/558769,rejected,21
Stop homework,https://petition.parliament.uk/petitions/558772,rejected,9
Include Down Syndrome children as clinically extremely vulnerable too,https://petition.parliament.uk/petitions/558773,rejected,8
Get rid of contesting in brass banding,https://petition.parliament.uk/petitions/558774,rejected,6
Give teachers and school staff priority to rapid Covid testing and vaccinations,https://petition.parliament.uk/petitions/558776,rejected,9
MAKE SELF DEFENCE A MANDATORY TOPIC AS PART OF THE P.E CURRICULUM IN SCHOOLS.,https://petition.parliament.uk/petitions/558779,rejected,7
Provide BSL interpretation for coronavirus briefings from the PM (in England),https://petition.parliament.uk/petitions/558781,open,46
Change most school ruled,https://petition.parliament.uk/petitions/558782,rejected,6
Support Clinical Extremely Vulnerable to stay at home UK wide.,https://petition.parliament.uk/petitions/558784,rejected,21
Allow driving lessons and tests to take place in the second lockdown,https://petition.parliament.uk/petitions/558786,rejected,8
Re-evaluate our education system,https://petition.parliament.uk/petitions/558787,rejected,17
Extend theory tests by 6 months once test centres reopen!,https://petition.parliament.uk/petitions/558788,rejected,12
Ban the sale of fireworks to members of the public.,https://petition.parliament.uk/petitions/558791,rejected,15
Allow driving lessons and test to continue during the second lockdown.,https://petition.parliament.uk/petitions/558792,rejected,15
Re-open businesses. Stop lockdowns to save our economy from financial ruin.,https://petition.parliament.uk/petitions/558794,rejected,8
Make Friday part of the weekend.,https://petition.parliament.uk/petitions/558796,rejected,6
COVID 19!! school online learning classes save children life  further EDUCATION.,https://petition.parliament.uk/petitions/558799,rejected,8
Wipe debts of all key workers for their efforts during Covid-19,https://petition.parliament.uk/petitions/558803,rejected,6
introducing self defence in all schools across UK for boys and girls,https://petition.parliament.uk/petitions/558804,rejected,10
Review the DWP policy and procedures for deductions from Universal Credit.,https://petition.parliament.uk/petitions/558810,rejected,6
Allow gyms to remain open throughout the November 2020 4wk lock down period.,https://petition.parliament.uk/petitions/558816,rejected,9
Bring back the death penalty for sex offenders and child rapists,https://petition.parliament.uk/petitions/558818,rejected,11
Make banks and mortgage lenders accept 5% deposits,https://petition.parliament.uk/petitions/558819,rejected,9
Increase minimum and maximum sentencing for any sexual predator.,https://petition.parliament.uk/petitions/558821,rejected,7
Increase the minimum prison sentence for child sex offenders/peadophiles,https://petition.parliament.uk/petitions/558822,rejected,9
Protect the homeless through the second wave and second lockdown,https://petition.parliament.uk/petitions/558829,rejected,21
Allow swimming lessons to continue during lock down,https://petition.parliament.uk/petitions/558832,rejected,7
Reverse the decision on suspending grassroots football.,https://petition.parliament.uk/petitions/558834,rejected,12
Keep gyms open throughout lockdown.,https://petition.parliament.uk/petitions/558842,rejected,6
Set maximum passenger numbers on public transport during Covid-19,https://petition.parliament.uk/petitions/558844,open,7
Keep Gyms open through the 2nd lockdown due to start on 5th Nov 2020..,https://petition.parliament.uk/petitions/558845,rejected,8
Churches Should Remain Open During Lockdown,https://petition.parliament.uk/petitions/558846,rejected,13
Reopen application pathway of BN(O),https://petition.parliament.uk/petitions/558847,open,91
To allow Gyms & Swimming Pools to Operate during the lockdown,https://petition.parliament.uk/petitions/558849,rejected,6
Legalise the personal use of cannabis to help mental health issues.,https://petition.parliament.uk/petitions/558852,rejected,14
Allow Outdoor Football to Continue During the New National Restrictions (5 Nov),https://petition.parliament.uk/petitions/558854,rejected,21
Safeguard all children,https://petition.parliament.uk/petitions/558855,rejected,10
Keep Sports/leisure centres open during periods of lockdown.,https://petition.parliament.uk/petitions/558858,rejected,6
Scrap the Premier League pay per view scheme,https://petition.parliament.uk/petitions/558859,rejected,17
Introduce people having to verify their identity to make social media accounts,https://petition.parliament.uk/petitions/558860,rejected,21
Civil Servants management held accountable for for Employment Tribunal costs,https://petition.parliament.uk/petitions/558869,rejected,10
Create a new national bank holiday to commemorate the COVID-19 national effort,https://petition.parliament.uk/petitions/558870,rejected,6
Change the law to protect children from  paedophiles,https://petition.parliament.uk/petitions/558872,rejected,6
Tell the gov business will reopen on the 2nd of Dec no matter what,https://petition.parliament.uk/petitions/558873,rejected,7
Make the 2021 second payment on account optional for self-employed taxpayers.,https://petition.parliament.uk/petitions/558874,open,6
Reduce Coursework units for vocational Qualifications due to lost time.,https://petition.parliament.uk/petitions/558879,rejected,21
Reform legislation on sex work to improve safety,https://petition.parliament.uk/petitions/558880,open,20
Keep gyms open for all lockdowns,https://petition.parliament.uk/petitions/558886,rejected,12
Adopt the Great Barrington Agreement as a basis for coping with Covid-19.,https://petition.parliament.uk/petitions/558889,rejected,6
Legalise or Decriminalise Cannabis.,https://petition.parliament.uk/petitions/558890,rejected,6
Make female sanitary products essential and also free in public restrooms,https://petition.parliament.uk/petitions/558893,rejected,6
Sexual assault and rape crimes sentences to be longer than drug related crimes,https://petition.parliament.uk/petitions/558896,rejected,7
We want the prime minister to hear our voices.,https://petition.parliament.uk/petitions/558897,rejected,8
Ensure life saving cancer treatment is not affected due to the covid pandemic.,https://petition.parliament.uk/petitions/558898,rejected,7
Keep dance classes open in covid 19 its a learning activity,https://petition.parliament.uk/petitions/558906,rejected,18
Put Pedophiles in prison for a far longer sentence.,https://petition.parliament.uk/petitions/558909,rejected,21
Extend the Prison sentencing for Paedophiles and Child Abusers.,https://petition.parliament.uk/petitions/558910,rejected,21
Choice of essays or presentations for University and college students,https://petition.parliament.uk/petitions/558911,rejected,12
Politicians and senior public servants take a 20% pay cut immediately.,https://petition.parliament.uk/petitions/558914,rejected,7
Protect the right to freedom of speech in the home for all British peoples.,https://petition.parliament.uk/petitions/558915,rejected,14
Award GCSE and A-level results in 2021 based on predicted grades,https://petition.parliament.uk/petitions/558921,rejected,7
Include rectopexy mesh patients in the new mesh centres,https://petition.parliament.uk/petitions/558925,rejected,21
Allow organised grassroots sports for children during November lockdown,https://petition.parliament.uk/petitions/558927,rejected,8
Allow supermarkets to sell ‘non essential’ items during lockdown.,https://petition.parliament.uk/petitions/558929,rejected,6
Ban the marketing of relaxer and perm products for children,https://petition.parliament.uk/petitions/558932,open,7
Permit singles tennis games on outdoor courts during lockdown,https://petition.parliament.uk/petitions/558933,rejected,18
"Zero corporation tax on businesses with a turnover of £400,000 due to Covid-19",https://petition.parliament.uk/petitions/558936,open,11
Continue grassroots football during lockdown,https://petition.parliament.uk/petitions/558937,rejected,6
Award all NHS staff and all care workers with 1 month extra annual leave.,https://petition.parliament.uk/petitions/558939,rejected,6
BAN THE SALE AND PUBLIC USE OF ALL FIREWORKS,https://petition.parliament.uk/petitions/558940,rejected,6
Bring forward British Summer Time by two weeks in 2021,https://petition.parliament.uk/petitions/558941,open,30
Ban the bang in public sold fireworks for personal garden displays.,https://petition.parliament.uk/petitions/558945,rejected,7
Allow Holistic and Complementary therapies to continue through lockdowns,https://petition.parliament.uk/petitions/558946,rejected,21
Ban fireworks in households to protect people and animals with PTSD,https://petition.parliament.uk/petitions/558947,rejected,21
Close the schools,https://petition.parliament.uk/petitions/558951,rejected,6
Re-establish the 13 colonies to ensure stable American government.,https://petition.parliament.uk/petitions/558952,rejected,9
Ban fireworks,https://petition.parliament.uk/petitions/558959,rejected,21
Allow November driving tests to go ahead or Give them priority for December test,https://petition.parliament.uk/petitions/558962,rejected,8
Allow elite sport to include female participation during lockdown,https://petition.parliament.uk/petitions/558967,rejected,16
Mum and baby social distanced meet-ups and walks to continue through lockdown.,https://petition.parliament.uk/petitions/558968,rejected,6
Publish a plan for dealing with the driving test backlog,https://petition.parliament.uk/petitions/558971,open,65
Ban fireworks Only Use them for displays only not for personal use,https://petition.parliament.uk/petitions/558972,rejected,7
Health workers to stop wearing clinical clothing outside the healthcare setting.,https://petition.parliament.uk/petitions/558975,rejected,21
Ban the sale of Fireworks to the general public.,https://petition.parliament.uk/petitions/558979,rejected,21
Ban the sale of fireworks to the public,https://petition.parliament.uk/petitions/558980,rejected,21
Allow schools to continue to provide extra curricular sports during lockdown,https://petition.parliament.uk/petitions/558984,rejected,15
Pay for parental leave for key workers who can't work from home.,https://petition.parliament.uk/petitions/558992,rejected,7
Legalize recreational weed For Adults.,https://petition.parliament.uk/petitions/558994,rejected,6
Bring back the death penalty for anyone who is a pedophile including celebrities,https://petition.parliament.uk/petitions/558995,rejected,7
Ban the public sale of loud fireworks(bangers) & limit to public displays only!,https://petition.parliament.uk/petitions/558998,rejected,6
Allow children in grassroots sport to continue training during Covid-19 lockdown,https://petition.parliament.uk/petitions/559002,rejected,21
Establish a Natural Blonde Day,https://petition.parliament.uk/petitions/559003,rejected,10
To create an intermediate tier for GCSEs,https://petition.parliament.uk/petitions/559005,open,12
Free parking during Pandemic helping to slow down to spread Covid19,https://petition.parliament.uk/petitions/559009,rejected,6
Fund the furlough with the lockdown profiteers,https://petition.parliament.uk/petitions/559013,rejected,17
Require mobile phones sold in the UK to be repairable by consumers,https://petition.parliament.uk/petitions/559016,open,796
Make available to all the public the justifications for another lockdown.,https://petition.parliament.uk/petitions/559018,rejected,7
Classify gyms and other exercise facilities as essential in national lockdown.,https://petition.parliament.uk/petitions/559019,rejected,21
Write-off repayment of Universal Credit advance loans taken out during December,https://petition.parliament.uk/petitions/559020,open,24
Ban the use of Midazolam within the UK.,https://petition.parliament.uk/petitions/559021,rejected,6
Exempt Uni students affected by Covid from being charged interest on loans.,https://petition.parliament.uk/petitions/559022,open,60
UK to extend recent redundancy consultations and give furlough to staff affected,https://petition.parliament.uk/petitions/559029,rejected,21
Not to stop driving test and theory test in lockdown,https://petition.parliament.uk/petitions/559032,rejected,6
Word Islamist should not be used with terrorism anti-social news/conversation,https://petition.parliament.uk/petitions/559033,rejected,21
Urgent mental health support for all children in schools in the UK due to Covid.,https://petition.parliament.uk/petitions/559034,rejected,7
Petition to make denomical a word,https://petition.parliament.uk/petitions/559035,rejected,8
Florists should be classed as essential,https://petition.parliament.uk/petitions/559036,open,28
legalise recreational weed/make weed legal,https://petition.parliament.uk/petitions/559038,rejected,6
make all energy drinks £1 and all freddo chocolate bars back to 15p,https://petition.parliament.uk/petitions/559040,rejected,6
Change of Production Farming Regulations to protect humans and animals.,https://petition.parliament.uk/petitions/559044,rejected,7
Allow Gyms to remain open during the second Lockdown.,https://petition.parliament.uk/petitions/559047,rejected,10
I would like Fireworks banned throughout the UK .. They are not needed in 2020..,https://petition.parliament.uk/petitions/559049,rejected,6
Stop the nursery fees while you're self isolate during the COVID19.,https://petition.parliament.uk/petitions/559051,rejected,11
Exams to be cancelled and to reduce workload due to incorrect attendance levels.,https://petition.parliament.uk/petitions/559053,rejected,21
Ban UK broadcasters from charging to watch football matches during lockdown.,https://petition.parliament.uk/petitions/559057,rejected,6
Keep clothing stores open for essential clothing with safe measures taken.,https://petition.parliament.uk/petitions/559060,rejected,8
Allow learner drivers to go out and drive with people from their household.,https://petition.parliament.uk/petitions/559063,open,10785
Create a Government compensation scheme for all mesh implant recipients,https://petition.parliament.uk/petitions/559064,open,2610
Allow approved training schools to conduct lorry driving tests,https://petition.parliament.uk/petitions/559066,open,142
Reinstate swings at children’s playgrounds.,https://petition.parliament.uk/petitions/559067,rejected,6
Keep music schools open through COVID19 restrictions,https://petition.parliament.uk/petitions/559069,open,89
